identifier/0/__text,identifier/1/__text,title/__text,creator/0/__text,format/0/__text,format/1/__text,extent/__text,publisher/__text,date/__text,description/0/__text,description/1/__text,isVersionOf/__text,subject/0/__text,subject/1/__text,subject/2/__text,subject/3/__text,subject/4/__text,subject/5/__text,subject/6/__text,subject/7/__text,subject/8/__text,subject/9/__text,subject/10/__text,subject/11/__text,rights/__text,subject/12/__text,creator/1/__text,subject/13/__text,subject/14/__text,creator/2/__text,creator/3/__text,creator/4/__text,description/2/__text
74894539,http://digital.nls.uk/74894539,Erin go bragh.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: My name is Duncan Campbell from the shire of/ Argyle. In one column with a woodcut above the title..,Electronic reproduction of: Erin go bragh. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Police officers,Visitors,"Europe, United Kingdom, England (country)","Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)","Europe, United Kingdom, England (country)","Europe, Republic of Ireland (nation)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74895331,http://digital.nls.uk/74895331,Owl.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: Now run away amang the snobs. Tune: X, Y, Z. In one column. Signed at foot: Skipper Whipstaff, poet laureat of Gotham..",Electronic reproduction of: Owl. 1 item ;  x  cm.,Ballads (documents),English,Owls,"Europe, United Kingdom, England, Newcastle-upon-Tyne, Newcastle-upon-Tyne (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74895370,http://digital.nls.uk/74895370,Winter piece.,"Pitts, John, 1765-1844",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Now winter is come with a cold chilly breath. In one column with a woodcut above the title..,Electronic reproduction of: Winter piece. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Winter,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74895469,http://digital.nls.uk/74895469,Spotted cow.,"Pitts, John, 1765-1844",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: One morning in the month of May. In one column with a woodcut above the title..,Electronic reproduction of: Spotted cow. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896102,http://digital.nls.uk/74896102,Barry his four geese & washing tub.,Paul and Co.,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Dated at foot of sheet in pencil '1847' . First line reads: Such funny games upon the Thames. In two columns with an illustration beneath the title..,Electronic reproduction of: Barry his four geese & washing tub. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Washtubs (housekeeping containers),Geese,"Europe, United Kingdom, England, Greater London, London (inhabited place)","Europe, United Kingdom, England, Thames (river)","Europe, United Kingdom, England, Greater London, London, City of Westminster (borough)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896219,http://digital.nls.uk/74896219,"Naughty P---, damages 3,000l.","Morgan, John",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Two ballads. The naughty P---, damages 3,000l - first line reads: There did reside in London. You Hemel Hempstead ladies beware! - first line reads: As through Hertfordshire I bent my way. In two columns..","Electronic reproduction of: Naughty P---, damages 3,000l. 1 item ;  x  cm.",Ballads (documents),Women (female humans),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896252,http://digital.nls.uk/74896252,Old man! You'll burst your boiler.,"Birt, Thomas, active 1824-1841",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Dated at foot of sheet in pencil '1842'. First line reads: There is something new starts every day. In two columns with an illustration above the first..,Electronic reproduction of: Old man! You'll burst your boiler. 1 item ;  x  cm.,"Victoria, Queen of Great Britain, 1819-1901","Albert, Prince Consort of Victoria, Queen of Great Britain, 1819-1861",Ballads (documents),Woodcuts (prints),Humor,"Europe, United Kingdom, England, Greater London, London (inhabited place)","Europe, United Kingdom, England (country)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896306,http://digital.nls.uk/74896306,St Pancras prigging overseers.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Dated at foot of sheet in pencil '1840'. First line reads: There was a naughty man. In two columns with a woodcut above the first..,Electronic reproduction of: St Pancras prigging overseers. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Workhouses (institutions),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896399,http://digital.nls.uk/74896399,[NLSBLANK].,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,,Electronic reproduction of: [NLSBLANK]. 1 item ;  x  cm.,"Garth, Samuel, Sir, 1661-1719","Godolphin, Sidney Godolphin, Earl of, 1645-1712",Ballads (documents),Politicians,Physicians,Burlesques,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896408,http://digital.nls.uk/74896408,"I could tell it, if I felt it, in the dark.",,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: The thousand varied things, a comic singer/ sings. In one column with an illustration above the title..","Electronic reproduction of: I could tell it, if I felt it, in the dark. 1 item ;  x  cm.",Ballads (documents),Woodcuts (prints),Fighting,Singers,Operas (performances),Comedy (genre),"Europe, United Kingdom, England (country)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896537,http://digital.nls.uk/74896537,[NLSBLANK.,"Marshall, Richard, active 1771-1785",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: PART I./A tragical story I have to relate. In four columns in two sheets. In six parts. The sheet has been split and mounted as two sheets..,Electronic reproduction of: [NLSBLANK. 1 item ;  x  cm.,Ballads (documents),Fables,Kings (people),Queens (people),Courts (social groups),Courtiers,Envy,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896555,http://digital.nls.uk/74896555,Fairy fowk's rade.,"Gere, Charles M. (Charles March), 1869-1957",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: Twas aye the night afore Rood-mas. In one column with a woodcut above the title. Printed before imprint: Ballad by Alice Sargent, picture by C. M. Gere. Printed after imprint: Price, sixpence nett..",Electronic reproduction of: Fairy fowk's rade. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Fairies,Folklore,"Europe, United Kingdom, England, West Midlands, Birmingham borough, Birmingham (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,"Sargent, Alice",,,"Mathews, Elkin, 1851-1921",,,
74896789,http://digital.nls.uk/74896789,Westminster is full of wigs.,"Pitts, John, 1765-1844",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Westminster is full of wigs. In one column with a woodcut above the title..,Electronic reproduction of: Westminster is full of wigs. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Capital cities,Description,Humor,"Europe, United Kingdom, England, Greater London, London (inhabited place)","Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74896999,http://digital.nls.uk/74896999,Moses number'd men.,"Pitts, John, 1765-1844",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: When Moses number'd all his men and/ sat them down to work. In one column..,Electronic reproduction of: Moses number'd men. 1 item ;  x  cm.,Moses (Biblical leader),Freemasons,Ballads (documents),Organizations (groups),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897050,http://digital.nls.uk/74897050,Wish.,"Jennings, J. (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: When the trees are all bare, not a leaf to be/ seen. In one column with a woodcut above the title..",Electronic reproduction of: Wish. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Winter,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897086,http://digital.nls.uk/74897086,Things I do like to see.,"Harkness, John (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Two ballads. Things I do like to see - first line reads: Wherever I wander, wherever I roam. Cachuca - first line reads: Now to the castinet merrily sounding. In two columns with an illustration above the first..",Electronic reproduction of: Things I do like to see. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Dance (discipline),"Europe, United Kingdom, England, East Riding of Yorkshire, Preston (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897098,http://digital.nls.uk/74897098,Deliverers' New Year's address to the readers of The North British Advertiser.,J. & J. Gray,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: While many a Journal spreads through every clime. An address, in verse, presented by the deliverers of the North British Advertiser to their readers. In one column. Printed at the foot of the sheet: Edinburgh, December 1831..",Electronic reproduction of: Deliverers' New Year's address to the readers of The North British Advertiser. 1 item ;  x  cm.,Ballads (documents),Speeches (documents),New Year's Day,Newspapers,Owners,"Europe, United Kingdom, Scotland, Edinburgh, Edinburgh (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897212,http://digital.nls.uk/74897212,Merry piper.,"Pitts, John, 1765-1844",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: With the sun I rise at morn. In one column with a woodcut above the title..,Electronic reproduction of: Merry piper. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Shepherds,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897233,http://digital.nls.uk/74897233,Friendship out of fashion.,"Jennings, J. (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: The world, my dear Mira, is full of/ deceit. In one column with a coat of arms above the title..",Electronic reproduction of: Friendship out of fashion. 1 item ;  x  cm.,Ballads (documents),Coats of arms,Woodcuts (prints),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74912743,http://digital.nls.uk/74912743,[NLSBLANK].,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,,Electronic reproduction of: [NLSBLANK]. 1 item ;  x  cm.,"Garth, Samuel, Sir, 1661-1719","Godolphin, Sidney Godolphin, Earl of, 1645-1712",Ballads (documents),Politicians,Physicians,Burlesques,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
